MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OverallCond,OverallQual,PavedDrive,RoofMatl,SaleCondition,SalePrice,SaleType,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold
BrkFace,None,0,10,NAmes,5,6,Y,CompShg,Normal,140000.0,WD,Pave,8,780.0,0,1963,2008
None,None,0,4,IDOTRR,6,4,Y,CompShg,Abnorml,106500.0,WD,Pave,6,951.0,0,1936,2006
None,None,0,6,SawyerW,5,5,Y,CompShg,Alloca,142953.0,WD,Pave,12,0.0,154,1979,2009
Stone,None,0,3,NridgHt,5,9,Y,CompShg,Partial,611657.0,New,Pave,11,2330.0,0,2009,2010
None,None,0,6,Sawyer,7,5,Y,CompShg,Normal,135000.0,WD,Pave,6,912.0,0,1961,2006
None,None,0,6,NAmes,6,4,Y,CompShg,Normal,110000.0,WD,Pave,4,858.0,0,1971,2007
None,None,0,5,NAmes,7,5,Y,CompShg,Normal,153000.0,WD,Pave,5,992.0,0,1957,2009
None,None,0,7,Gilbert,5,7,Y,CompShg,Normal,180000.0,WD,Pave,8,783.0,0,2003,2006
BrkFace,None,0,8,Gilbert,5,7,Y,CompShg,Partial,240000.0,New,Pave,7,1670.0,144,2006,2006
BrkFace,None,0,8,Sawyer,6,5,Y,CompShg,Normal,125500.0,WD,Pave,6,876.0,0,1967,2007
Stone,None,0,2,NAmes,5,5,Y,CompShg,Normal,128000.0,WD,Pave,6,1056.0,0,1954,2010
Stone,None,0,6,Somerst,5,8,Y,CompShg,Normal,255000.0,WD,Pave,8,1623.0,0,2006,2007
None,None,0,6,Crawfor,7,7,Y,CompShg,Normal,250000.0,WD,Pave,6,1017.0,0,1936,2006
None,None,0,6,Mitchel,5,5,Y,CompShg,Normal,131000.0,WD,Pave,5,864.0,164,1983,2006
None,None,0,6,Gilbert,5,6,Y,CompShg,Normal,174000.0,WD,Pave,8,742.0,36,2005,2009
BrkFace,None,0,1,NAmes,5,5,Y,CompShg,Normal,154300.0,WD,Pave,12,1105.0,0,1960,2010
None,None,0,10,CollgCr,7,5,Y,CompShg,Normal,143500.0,WD,Pave,5,1268.0,173,1977,2009
None,Shed,620,7,BrkSide,7,5,Y,CompShg,Abnorml,88000.0,WD,Pave,6,768.0,0,1925,2006
None,None,0,8,Crawfor,6,5,Y,CompShg,Normal,145000.0,WD,Pave,8,1001.0,0,1949,2007
Stone,None,0,6,Somerst,5,6,Y,CompShg,Partial,173733.0,New,Pave,4,612.0,0,2009,2009
BrkFace,None,0,1,MeadowV,5,4,Y,CompShg,Normal,75000.0,WD,Pave,6,546.0,0,1970,2007
None,None,0,10,IDOTRR,3,2,Y,CompShg,Abnorml,35311.0,WD,Pave,4,480.0,0,1949,2006
None,None,0,4,Edwards,6,4,Y,CompShg,Normal,135000.0,WD,Pave,6,1134.0,0,1956,2009
None,None,0,11,SawyerW,5,7,Y,CompShg,Normal,238000.0,WD,Pave,8,1104.0,72,1991,2007
None,None,0,5,NAmes,8,6,Y,CompShg,Normal,176500.0,WD,Pave,6,1184.0,0,1958,2008
BrkFace,None,0,7,SawyerW,5,6,Y,CompShg,Normal,201000.0,WD,Pave,7,928.0,300,1994,2007
None,None,0,9,Edwards,7,5,N,CompShg,Normal,145900.0,WD,Pave,9,1272.0,0,1900,2008
None,None,0,10,Gilbert,5,6,Y,CompShg,Partial,169990.0,New,Pave,6,1316.0,100,2005,2006
None,None,0,7,SawyerW,5,6,Y,CompShg,Normal,193000.0,WD,Pave,5,1604.0,0,1993,2008
BrkFace,None,0,5,NWAmes,6,6,Y,CompShg,Normal,207500.0,WD,Pave,7,1686.0,384,1980,2006
None,None,0,3,NWAmes,6,5,Y,CompShg,Abnorml,175000.0,WD,Pave,6,1126.0,180,1977,2008
BrkFace,None,0,5,NridgHt,5,8,Y,CompShg,Normal,285000.0,WD,Pave,10,1181.0,104,2003,2007
BrkFace,None,0,4,NWAmes,5,7,Y,CompShg,Normal,176000.0,WD,Pave,9,832.0,0,1968,2008
None,None,0,6,CollgCr,5,8,Y,CompShg,Normal,236500.0,WD,Pave,7,1753.0,202,2001,2009
BrkFace,None,0,11,Gilbert,5,7,Y,CompShg,Normal,222000.0,WD,Pave,8,964.0,0,1997,2006
None,None,0,7,Timber,5,8,Y,CompShg,Normal,201000.0,WD,Pave,7,1466.0,100,2007,2009
None,None,0,7,NAmes,6,5,Y,CompShg,Normal,117500.0,WD,Pave,5,925.0,0,1965,2009
Stone,None,0,3,Somerst,5,9,Y,CompShg,Normal,320000.0,WD,Pave,8,1905.0,0,2006,2007
BrkFace,None,0,8,CollgCr,5,7,Y,CompShg,Normal,190000.0,WD,Pave,6,1500.0,192,2004,2009
None,None,0,11,NAmes,7,7,Y,Tar&Grv,Normal,242000.0,WD,Pave,9,585.0,0,1960,2008
BrkFace,None,0,6,BrkSide,5,4,Y,CompShg,Normal,79900.0,WD,Pave,5,600.0,0,1926,2006
None,None,0,8,SawyerW,5,7,Y,CompShg,Normal,184900.0,WD,Pave,5,1176.0,0,2003,2009
None,None,0,2,Somerst,5,7,Y,CompShg,Normal,253000.0,WD,Pave,8,1113.0,0,2005,2009
None,None,0,8,CollgCr,5,7,Y,CompShg,Partial,239799.0,New,Pave,7,1391.0,0,2006,2006
None,None,0,6,ClearCr,7,7,Y,CompShg,Normal,244400.0,COD,Pave,10,1032.0,56,1940,2010
None,None,0,7,Mitchel,5,6,Y,CompShg,Normal,150900.0,WD,Pave,8,1728.0,40,1976,2006
BrkFace,None,0,6,Gilbert,5,7,Y,CompShg,Normal,214000.0,WD,Pave,8,992.0,0,1999,2009
None,None,0,8,Edwards,3,4,N,CompShg,Abnorml,150000.0,Oth,Pave,8,1440.0,321,1977,2007
None,None,0,6,Mitchel,4,5,P,CompShg,Normal,143000.0,WD,Pave,8,1632.0,0,1967,2007
BrkFace,None,0,1,Timber,6,6,Y,CompShg,Abnorml,137500.0,COD,Pave,7,819.0,0,1958,2009
None,None,0,9,OldTown,6,5,Y,CompShg,Normal,124900.0,WD,Pave,7,1088.0,48,1890,2009
BrkFace,None,0,3,NAmes,6,5,Y,CompShg,Normal,143000.0,WD,Pave,6,1144.0,86,1959,2006
BrkFace,None,0,11,Timber,5,8,Y,CompShg,Normal,270000.0,WD,Pave,9,1616.0,0,2002,2007
BrkFace,None,0,2,CollgCr,5,7,Y,CompShg,Normal,192500.0,WD,Pave,7,936.0,144,2002,2006
None,None,0,3,NWAmes,7,6,Y,CompShg,Normal,197500.0,WD,Pave,5,1161.0,0,1972,2010
None,None,0,7,NAmes,8,5,Y,CompShg,Normal,129000.0,WD,Pave,5,864.0,194,1950,2007
None,None,0,7,SawyerW,5,5,Y,CompShg,Abnorml,119900.0,WD,Pave,6,828.0,421,1965,2006
None,None,0,4,CollgCr,8,5,Y,CompShg,Normal,133900.0,WD,Pave,5,768.0,192,1972,2009
BrkFace,Shed,400,9,Mitchel,4,5,Y,CompShg,Normal,172000.0,WD,Pave,7,784.0,305,1969,2008
BrkFace,None,0,10,Edwards,5,6,Y,Tar&Grv,AdjLand,127500.0,WD,Pave,4,945.0,0,1975,2006
BrkFace,None,0,8,Crawfor,6,6,Y,CompShg,Normal,145000.0,WD,Pave,8,979.0,0,1946,2007
None,None,0,5,Blueste,6,6,Y,CompShg,Normal,124000.0,WD,Pave,5,561.0,150,1980,2009
None,None,0,4,Sawyer,5,5,Y,CompShg,Normal,132000.0,WD,Pave,6,1057.0,0,1962,2007
None,None,0,10,CollgCr,5,7,Y,CompShg,Normal,185000.0,WD,Pave,6,1337.0,0,2003,2007
None,None,0,5,Somerst,5,7,Y,CompShg,Normal,155000.0,WD,Pave,6,696.0,0,1999,2010
None,None,0,2,BrkSide,7,5,Y,CompShg,Normal,116500.0,WD,Pave,4,858.0,117,1958,2010
BrkFace,None,0,7,NWAmes,7,6,Y,CompShg,Normal,272000.0,WD,Pave,11,1330.0,550,1977,2008
None,None,0,7,NPkVill,6,6,Y,CompShg,Normal,155000.0,WD,Pave,7,804.0,48,1976,2007
None,None,0,5,CollgCr,5,9,Y,CompShg,Normal,239000.0,WD,Pave,7,1800.0,288,2007,2009
BrkFace,None,0,2,Timber,5,7,Y,CompShg,Normal,214900.0,WD,Pave,8,817.0,0,2002,2010
None,None,0,7,Gilbert,5,6,Y,CompShg,Partial,178900.0,New,Pave,8,783.0,0,2005,2007
None,None,0,6,Crawfor,7,5,Y,CompShg,Normal,160000.0,WD,Pave,7,728.0,0,1940,2009
BrkFace,None,0,7,NAmes,7,5,Y,CompShg,Normal,135000.0,WD,Pave,6,1098.0,0,1955,2008
None,None,0,5,OldTown,6,3,Y,CompShg,Abnorml,37900.0,WD,Pave,6,600.0,0,1910,2009
BrkFace,None,0,3,NAmes,5,6,Y,CompShg,Normal,140000.0,ConLD,Pave,6,588.0,0,1958,2006
None,None,0,12,NAmes,4,4,Y,CompShg,Abnorml,135000.0,WD,Pave,6,720.0,0,1949,2006
Stone,None,0,7,NridgHt,5,7,Y,CompShg,Normal,173000.0,WD,Pave,6,764.0,0,2003,2009
None,None,0,4,SawyerW,5,6,Y,CompShg,Normal,99500.0,WD,Pave,5,918.0,28,1979,2010
None,None,0,12,Somerst,5,7,Y,CompShg,Partial,182000.0,New,Pave,6,1428.0,0,2007,2008
None,None,0,10,BrkSide,8,7,Y,CompShg,Normal,167500.0,WD,Pave,8,728.0,509,1910,2009
None,None,0,4,Somerst,5,7,Y,CompShg,Normal,165000.0,WD,Pave,6,673.0,153,2000,2006
None,None,0,8,BrkSide,7,4,Y,CompShg,Normal,85500.0,WD,Pave,4,440.0,0,1923,2006
None,None,0,11,Somerst,5,7,Y,CompShg,Partial,199900.0,New,Pave,4,1241.0,0,2006,2007
None,None,0,5,Edwards,5,4,Y,CompShg,Abnorml,110000.0,WD,Pave,5,894.0,0,1954,2007
None,None,0,6,Sawyer,6,5,Y,CompShg,Normal,139000.0,WD,Pave,5,1121.0,0,1963,2009
Stone,None,0,7,NAmes,9,7,Y,CompShg,Normal,178400.0,WD,Pave,6,944.0,144,1961,2008
BrkFace,None,0,7,NoRidge,5,8,Y,CompShg,Normal,336000.0,WD,Pave,8,1225.0,250,1998,2009
BrkFace,None,0,3,Blmngtn,5,7,Y,CompShg,Normal,159895.0,WD,Pave,6,1266.0,100,2007,2008
None,None,0,5,CollgCr,5,8,Y,CompShg,Normal,255900.0,WD,Pave,9,1128.0,0,2002,2008
None,None,0,8,Mitchel,5,5,Y,CompShg,Normal,126000.0,COD,Pave,8,0.0,0,1977,2009
None,None,0,8,Edwards,5,5,Y,CompShg,Normal,125000.0,ConLD,Pave,5,1164.0,0,1950,2008
None,None,0,6,OldTown,8,6,Y,CompShg,Normal,117000.0,WD,Pave,5,485.0,394,1910,2006
Stone,None,0,4,NridgHt,5,9,Y,CompShg,Partial,395192.0,New,Pave,8,1930.0,168,2009,2010
BrkFace,None,0,6,NWAmes,6,6,Y,CompShg,Normal,195000.0,WD,Pave,8,848.0,0,1976,2007
None,None,0,8,Somerst,5,7,Y,CompShg,Partial,197000.0,New,Pave,6,770.0,0,2006,2006
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,348000.0,WD,Pave,7,1396.0,0,1997,2006
None,None,0,11,OldTown,9,8,P,CompShg,Normal,168000.0,WD,Pave,8,916.0,0,1882,2009
BrkFace,None,0,7,NAmes,8,6,Y,CompShg,Normal,187000.0,WD,Pave,7,822.0,239,1964,2007
None,None,0,8,CollgCr,5,6,Y,CompShg,Partial,173900.0,New,Pave,6,750.0,0,2005,2006
Stone,None,0,7,NridgHt,5,10,Y,CompShg,Normal,337500.0,WD,Pave,7,1700.0,216,2006,2009
None,None,0,8,BrkSide,7,4,Y,CompShg,Abnorml,121600.0,WD,Pave,5,747.0,0,1946,2006
None,None,0,1,NAmes,6,5,Y,CompShg,Normal,136500.0,COD,Pave,6,1050.0,0,1961,2006
BrkFace,None,0,2,NWAmes,6,6,Y,CompShg,Normal,185000.0,WD,Pave,6,1442.0,371,1970,2009
None,None,0,5,IDOTRR,4,3,P,CompShg,Normal,91000.0,WD,Pave,6,1007.0,0,1922,2006
Stone,None,0,2,CollgCr,5,7,Y,CompShg,Normal,206000.0,WD,Pave,6,1187.0,105,2006,2010
None,None,0,7,Edwards,3,3,Y,Tar&Grv,Normal,82000.0,WD,Pave,4,0.0,0,1952,2009
None,None,0,1,OldTown,6,5,N,CompShg,Abnorml,86000.0,WD,Pave,4,691.0,0,1920,2007
BrkFace,None,0,7,Somerst,5,8,Y,CompShg,Normal,232000.0,WD,Pave,7,1574.0,144,2006,2008
BrkFace,None,0,6,NWAmes,6,5,Y,CompShg,Normal,136905.0,WD,Pave,8,1680.0,0,1976,2007
BrkFace,None,0,5,Blmngtn,5,7,Y,CompShg,Normal,181000.0,WD,Pave,7,1346.0,156,2005,2009
BrkFace,None,0,11,CollgCr,8,5,Y,CompShg,Normal,149900.0,WD,Pave,6,985.0,210,1977,2008
None,None,0,3,NAmes,3,6,Y,CompShg,Normal,163500.0,WD,Pave,7,1657.0,0,1970,2007
None,None,0,8,MeadowV,4,4,Y,CompShg,Normal,88000.0,WD,Pave,6,546.0,238,1970,2009
Stone,None,0,4,Mitchel,5,7,Y,CompShg,Normal,240000.0,WD,Pave,7,1710.0,100,2004,2009
None,None,0,6,SWISU,5,5,P,CompShg,Normal,102000.0,WD,Pave,7,1008.0,0,1926,2006
None,None,0,8,Sawyer,5,5,Y,CompShg,Normal,135000.0,WD,Pave,7,720.0,0,1948,2008
None,None,0,5,Edwards,5,5,Y,CompShg,Normal,100000.0,WD,Pave,8,0.0,0,1965,2010
None,None,0,8,Crawfor,7,6,Y,CompShg,Normal,165000.0,WD,Pave,7,602.0,96,1923,2007
None,None,0,6,OldTown,4,5,Y,CompShg,Normal,85000.0,WD,Pave,4,1022.0,0,1910,2009
BrkFace,None,0,11,NAmes,5,6,Y,CompShg,Normal,119200.0,WD,Pave,5,1082.0,0,1948,2007
None,None,0,11,NWAmes,6,8,Y,CompShg,Normal,227000.0,WD,Pave,6,810.0,0,2001,2009
BrkFace,None,0,6,CollgCr,5,7,Y,CompShg,Normal,203000.0,WD,Pave,6,1504.0,115,1996,2009
None,None,0,8,StoneBr,5,8,Y,CompShg,Abnorml,187500.0,COD,Pave,4,1220.0,63,1984,2009
BrkFace,None,0,5,Gilbert,5,7,Y,CompShg,Normal,160000.0,WD,Pave,7,384.0,164,1991,2007
BrkFace,None,0,4,Blmngtn,5,7,Y,CompShg,Normal,213490.0,WD,Pave,6,1362.0,142,2005,2006
None,None,0,6,Edwards,5,4,Y,CompShg,Normal,176000.0,WD,Pave,5,1132.0,252,2005,2008
Stone,None,0,7,CollgCr,5,7,Y,CompShg,Partial,194000.0,New,Pave,6,1199.0,105,2006,2006
None,None,0,3,OldTown,5,5,Y,CompShg,Normal,87000.0,WD,Pave,6,912.0,0,1930,2007
BrkFace,None,0,5,Blmngtn,5,7,Y,CompShg,Normal,191000.0,WD,Pave,7,1346.0,156,2005,2008
None,None,0,5,Timber,6,8,Y,WdShake,Abnorml,287000.0,COD,Pave,10,1565.0,0,1976,2008
None,None,0,3,CollgCr,5,5,Y,CompShg,Normal,112500.0,WD,Pave,5,882.0,96,1972,2007
BrkFace,None,0,4,NAmes,5,5,Y,CompShg,Normal,167500.0,WD,Pave,6,1268.0,0,1960,2010
Stone,None,0,4,Timber,5,8,Y,CompShg,Partial,293077.0,New,Pave,7,1638.0,192,2007,2008
None,None,0,4,NAmes,5,5,Y,CompShg,Normal,105000.0,WD,Pave,6,768.0,0,1941,2007
BrkFace,None,0,5,BrDale,7,6,Y,CompShg,Normal,118000.0,WD,Pave,7,672.0,0,1972,2006
None,None,0,7,SWISU,8,5,N,CompShg,Normal,160000.0,WD,Pave,10,686.0,0,1916,2006
None,None,0,8,SWISU,3,7,Y,CompShg,Normal,197000.0,WD,Pave,12,824.0,136,1920,2009
None,None,0,11,NoRidge,7,8,Y,CompShg,Abnorml,310000.0,WD,Pave,10,1338.0,209,1993,2006
Stone,None,0,2,CollgCr,5,7,Y,CompShg,Normal,230000.0,WD,Pave,6,1654.0,0,2002,2006
None,None,0,6,Crawfor,7,5,Y,CompShg,Normal,119750.0,WD,Pave,5,920.0,0,1938,2007
None,None,0,1,Edwards,3,4,N,CompShg,Normal,84000.0,WD,Pave,5,0.0,186,1957,2009
Stone,None,0,9,Timber,5,9,Y,CompShg,Normal,315500.0,WD,Pave,6,1620.0,228,2007,2009
BrkFace,None,0,9,CollgCr,5,8,Y,CompShg,Normal,287000.0,WD,Pave,7,1055.0,0,2001,2008
None,None,0,5,MeadowV,6,4,Y,CompShg,Normal,97000.0,WD,Pave,6,546.0,0,1970,2009
None,None,0,4,MeadowV,4,4,Y,CompShg,Normal,80000.0,WD,Pave,3,630.0,0,1970,2009
BrkCmn,None,0,1,Sawyer,4,5,Y,CompShg,Normal,155000.0,WD,Pave,8,1134.0,0,1957,2006
BrkFace,None,0,7,NWAmes,8,6,Y,CompShg,Normal,173000.0,WD,Pave,7,800.0,0,1966,2008
Stone,None,0,8,NridgHt,5,6,Y,CompShg,Normal,196000.0,WD,Pave,5,1306.0,170,2005,2009
BrkFace,None,0,5,SawyerW,5,7,Y,CompShg,Normal,262280.0,WD,Pave,10,1475.0,192,1990,2008
None,None,0,7,NWAmes,5,8,Y,WdShngl,Normal,278000.0,WD,Pave,9,2524.0,474,1981,2009
None,None,0,6,Edwards,5,3,Y,CompShg,Normal,139600.0,WD,Pave,8,0.0,0,1955,2009
Stone,None,0,7,StoneBr,5,9,Y,CompShg,Partial,556581.0,New,Pave,11,1992.0,214,2005,2006
None,None,0,2,CollgCr,5,5,Y,CompShg,Normal,145000.0,WD,Pave,5,990.0,0,1994,2008
BrkFace,None,0,11,Mitchel,4,5,Y,CompShg,Normal,115000.0,WD,Pave,9,0.0,0,1960,2009
None,None,0,4,Edwards,7,4,Y,CompShg,Abnorml,84900.0,WD,Pave,6,0.0,0,1946,2010
None,None,0,8,Gilbert,5,7,Y,CompShg,Partial,176485.0,New,Pave,6,1302.0,0,2007,2007
None,None,0,10,CollgCr,5,7,Y,CompShg,Partial,200141.0,New,Pave,6,1316.0,0,2007,2007
BrkCmn,None,0,6,NAmes,6,6,Y,CompShg,Normal,165000.0,WD,Pave,9,816.0,0,1964,2007
Stone,None,0,5,Edwards,6,5,Y,CompShg,Normal,144500.0,WD,Pave,7,1216.0,116,1957,2010
BrkFace,None,0,11,CollgCr,5,8,Y,CompShg,Normal,255000.0,WD,Pave,7,1065.0,199,2002,2006
BrkFace,None,0,5,NWAmes,5,6,Y,CompShg,Abnorml,180000.0,COD,Pave,7,1193.0,0,1976,2008
Stone,None,0,6,NridgHt,5,7,Y,CompShg,Normal,185850.0,WD,Pave,6,1364.0,192,2005,2006
None,None,0,1,NoRidge,6,7,Y,CompShg,Normal,248000.0,WD,Pave,7,973.0,168,1994,2009
Stone,None,0,7,NridgHt,5,9,Y,CompShg,Normal,335000.0,WD,Pave,10,1104.0,0,2008,2009
BrkFace,None,0,3,Crawfor,7,6,Y,CompShg,Normal,220000.0,WD,Pave,7,854.0,0,1932,2007
None,None,0,4,StoneBr,5,8,Y,CompShg,Normal,213500.0,WD,Pave,6,1338.0,0,2001,2010
None,Shed,560,8,IDOTRR,4,3,Y,CompShg,Normal,81000.0,ConLD,Grvl,6,894.0,0,1935,2008
None,None,0,9,OldTown,5,5,Y,CompShg,Normal,90000.0,WD,Pave,10,662.0,0,1900,2007
None,None,0,7,OldTown,6,6,Y,CompShg,Normal,110500.0,WD,Pave,5,1103.0,166,1925,2006
BrkFace,None,0,11,NAmes,6,5,Y,CompShg,Normal,154000.0,WD,Pave,6,1154.0,0,1966,2009
None,None,0,4,ClearCr,5,7,Y,CompShg,Normal,328000.0,WD,Pave,7,1306.0,296,1996,2010
None,None,0,5,Gilbert,7,6,Y,CompShg,Normal,178000.0,WD,Pave,7,799.0,0,1993,2009
BrkFace,None,0,6,NAmes,6,6,Y,CompShg,Normal,167900.0,WD,Pave,7,780.0,328,1964,2008
None,None,0,6,MeadowV,4,6,Y,CompShg,Normal,151400.0,WD,Pave,10,942.0,728,1973,2006
None,None,0,5,NAmes,7,5,Y,CompShg,Normal,135000.0,WD,Pave,4,845.0,0,1949,2007
BrkFace,None,0,6,NAmes,5,5,Y,CompShg,Normal,135000.0,WD,Pave,6,1048.0,0,1956,2007
None,None,0,5,NWAmes,6,6,Y,CompShg,Normal,154000.0,WD,Pave,8,727.0,0,1968,2009
None,None,0,8,Edwards,3,5,P,CompShg,Normal,91500.0,WD,Pave,7,810.0,0,1948,2006
BrkFace,None,0,7,Edwards,6,6,Y,CompShg,Normal,159500.0,WD,Pave,6,690.0,252,1977,2009
None,None,0,5,CollgCr,5,7,Y,CompShg,Normal,194000.0,WD,Pave,5,1240.0,140,2006,2007
None,None,0,7,Crawfor,6,7,Y,CompShg,Normal,219500.0,CWD,Pave,6,800.0,0,1940,2007
None,Shed,500,4,OldTown,8,5,Y,CompShg,Normal,170000.0,WD,Pave,7,796.0,436,1936,2006
None,None,0,3,NAmes,5,5,Y,CompShg,Abnorml,138800.0,WD,Pave,6,1096.0,240,1969,2006
BrkFace,None,0,5,CollgCr,5,6,Y,CompShg,Normal,155900.0,WD,Pave,3,848.0,140,2004,2006
None,None,0,4,CollgCr,5,5,Y,CompShg,Normal,126000.0,WD,Pave,5,990.0,0,1994,2007
BrkFace,None,0,10,NWAmes,7,6,Y,CompShg,Abnorml,145000.0,COD,Pave,5,1258.0,55,1971,2008
None,None,0,6,Sawyer,5,5,Y,CompShg,Normal,133000.0,WD,Pave,5,1040.0,0,1963,2010
BrkFace,None,0,9,CollgCr,5,7,Y,CompShg,Normal,192000.0,WD,Pave,6,1459.0,192,2002,2007
BrkFace,Shed,700,3,NAmes,6,6,Y,CompShg,Normal,160000.0,WD,Pave,6,1251.0,0,1964,2006
None,None,0,7,Gilbert,5,6,Y,CompShg,Normal,187500.0,WD,Pave,6,691.0,315,1995,2006
None,None,0,4,SawyerW,6,6,Y,CompShg,Normal,147000.0,WD,Pave,5,936.0,120,1992,2010
None,None,0,5,MeadowV,5,4,Y,CompShg,Normal,83500.0,WD,Pave,6,546.0,120,1973,2010
None,None,0,5,Somerst,5,8,Y,CompShg,Normal,252000.0,WD,Pave,9,1082.0,160,2005,2009
Stone,None,0,4,Edwards,5,7,Y,CompShg,Normal,137500.0,WD,Pave,7,970.0,0,2004,2006
None,None,0,4,Somerst,5,8,Y,CompShg,Normal,197000.0,WD,Pave,4,1247.0,0,2005,2006
None,None,0,6,NAmes,4,3,Y,CompShg,Normal,92900.0,WD,Pave,6,0.0,0,1950,2009
BrkFace,None,0,3,Somerst,5,7,Y,CompShg,Normal,160000.0,WD,Pave,4,600.0,0,1999,2008
None,None,0,6,SWISU,5,6,Y,CompShg,Normal,136500.0,WD,Pave,7,1181.0,342,1925,2008
BrkFace,None,0,10,NAmes,8,5,Y,CompShg,Normal,146000.0,WD,Pave,6,864.0,0,1965,2006
None,None,0,5,NAmes,7,5,Y,CompShg,Normal,129000.0,WD,Pave,4,936.0,0,1956,2010
None,None,0,3,CollgCr,5,6,Y,CompShg,Normal,176432.0,WD,Pave,6,1314.0,0,2006,2007
None,None,0,3,IDOTRR,7,6,Y,CompShg,Normal,127000.0,WD,Pave,7,684.0,136,1914,2007
None,None,0,10,StoneBr,5,8,Y,CompShg,Normal,170000.0,WD,Pave,5,1074.0,0,1986,2007
None,None,0,7,BrkSide,6,4,Y,CompShg,Normal,128000.0,WD,Pave,6,672.0,0,1936,2009
BrkFace,None,0,4,NWAmes,5,7,Y,CompShg,Abnorml,157000.0,COD,Pave,7,1271.0,0,1978,2009
None,None,0,1,SWISU,5,2,N,CompShg,Normal,60000.0,WD,Pave,3,290.0,0,1920,2009
None,None,0,7,NAmes,5,5,Y,CompShg,Normal,119500.0,WD,Pave,5,950.0,0,1971,2007
BrkFace,None,0,4,NAmes,7,5,Y,CompShg,Family,135000.0,WD,Pave,6,1010.0,0,1960,2007
None,None,0,7,NAmes,6,6,Y,CompShg,Normal,159500.0,WD,Pave,6,655.0,0,1959,2006
BrkFace,None,0,4,BrDale,5,5,Y,CompShg,Normal,106000.0,WD,Pave,6,630.0,0,1970,2007
BrkFace,None,0,4,NoRidge,5,8,Y,CompShg,Normal,325000.0,WD,Pave,9,1463.0,186,1994,2010
None,None,0,5,SawyerW,5,7,Y,CompShg,Normal,179900.0,WD,Pave,6,910.0,0,1990,2007
None,None,0,9,Gilbert,5,7,Y,CompShg,Partial,274725.0,New,Pave,9,868.0,0,2006,2006
None,None,0,11,Gilbert,5,6,Y,CompShg,Abnorml,181000.0,WD,Pave,7,924.0,100,2000,2007
Stone,None,0,3,NridgHt,5,8,Y,CompShg,Normal,280000.0,WD,Pave,7,1836.0,125,2004,2009
None,None,0,6,Gilbert,5,6,Y,CompShg,Normal,188000.0,WD,Pave,8,773.0,224,1995,2008
BrkFace,None,0,9,NWAmes,6,7,Y,CompShg,Normal,205000.0,WD,Pave,8,803.0,0,1976,2008
None,None,0,7,NAmes,7,5,Y,CompShg,Normal,129900.0,WD,Pave,5,816.0,0,1957,2006
None,None,0,5,NAmes,7,5,Y,CompShg,Normal,134500.0,WD,Pave,6,1008.0,0,1953,2007
None,None,0,8,OldTown,7,5,Y,CompShg,Normal,117000.0,WD,Pave,4,833.0,0,1954,2006
Stone,None,0,11,NridgHt,5,8,Y,CompShg,Partial,318000.0,New,Pave,7,1734.0,0,2007,2007
None,None,0,3,Gilbert,5,8,Y,CompShg,Normal,184100.0,WD,Pave,7,408.0,120,2002,2009
None,None,0,5,Sawyer,7,5,Y,CompShg,Normal,130000.0,WD,Pave,5,894.0,0,1967,2008
None,None,0,12,Sawyer,6,5,Y,CompShg,Normal,140000.0,WD,Pave,6,533.0,280,1958,2008
None,None,0,7,NAmes,5,5,Y,CompShg,Normal,133700.0,WD,Pave,6,1040.0,140,1959,2006
None,None,0,5,IDOTRR,5,6,Y,CompShg,Normal,118400.0,WD,Pave,6,1012.0,0,1920,2007
BrkFace,None,0,7,CollgCr,5,7,Y,CompShg,Partial,212900.0,New,Pave,7,1552.0,144,2005,2006
None,None,0,10,Edwards,3,4,Y,CompShg,Abnorml,112000.0,COD,Pave,5,672.0,64,1956,2009
None,None,0,6,Edwards,9,5,Y,CompShg,Normal,118000.0,WD,Pave,4,698.0,0,1947,2009
BrkFace,None,0,7,Gilbert,5,7,Y,CompShg,Normal,163900.0,WD,Pave,7,384.0,100,1992,2007
None,None,0,11,NAmes,5,4,Y,CompShg,Normal,115000.0,WD,Pave,5,1005.0,0,1955,2009
BrkFace,None,0,6,Blmngtn,5,7,Y,CompShg,Normal,174000.0,WD,Pave,7,1373.0,143,2007,2009
None,None,0,11,Gilbert,5,7,Y,CompShg,Family,259000.0,WD,Pave,7,1530.0,144,2004,2007
None,None,0,7,Gilbert,5,7,Y,CompShg,Normal,215000.0,WD,Pave,8,847.0,100,2004,2007
BrkFace,None,0,8,OldTown,5,5,Y,CompShg,Normal,140000.0,WD,Pave,4,936.0,49,1980,2007
None,None,0,12,SWISU,3,4,Y,CompShg,Normal,135000.0,WD,Pave,7,1122.0,431,1928,2009
None,None,0,9,Mitchel,5,5,Y,CompShg,Abnorml,93500.0,Oth,Pave,5,974.0,0,1991,2007
None,None,0,5,OldTown,4,6,N,CompShg,Normal,117500.0,WD,Pave,8,1008.0,0,1880,2007
None,None,0,6,SawyerW,5,8,Y,CompShg,Normal,239500.0,WD,Pave,8,1128.0,0,1995,2009
None,None,0,8,Gilbert,5,6,Y,CompShg,Normal,169000.0,WD,Pave,7,916.0,100,1997,2007
